GENE	GTEx_bladder	GTEx_prostate	GTEx_thyroid
14645	SLC12A7	15.3062	16.2052	30.3314
14646	MIR4635	0	0	0
14647	CTD-3080P12.3	0.2676	0.2536	0
14648	SLC6A19	0.0112	3.7665	0
14649	SLC6A18	0	0.0573	0
14650	TERT	0.0145	0.02	0
14651	MIR4457	0	0	0
14652	CLPTM1L	24.5491	25.6753	63.4079
14653	RP11-325I22.2	0.087	0	0
14654	RP11-325I22.1	0	0	0
14655	SLC6A3	0.1064	0.088	0.1438
14656	LPCAT1	8.3919	8.1631	9.4896
14657	CTD-2245E15.3	0	0.3813	0.2381
14658	SDHAP3	3.3011	8.0613	9.8955
14659	CTD-2012J19.3	0.0887	0.2811	0.1488
14660	CTD-2012J19.2	0.7302	0	0.1702
14661	RP11-43F13.1	3.1695	8.4115	8.2147
14662	CTD-2012J19.1	0.274	0.1888	0.3256
14663	MIR4277	0	0	0
14664	CTD-2587M23.1	0	0	0
14665	MRPL36	6.8879	11.984	6.9723
14666	NDUFS6	15.833	24.8451	20.904
14667	CTD-2194D22.1	0	0	0
14668	CTD-2194D22.2	0	0	0
14669	IRX4	0	1.4059	0
14670	CTD-2194D22.3	0	1.003	0
14671	CTD-2194D22.4	0	0	0
14672	RP11-259O2.1	0.4312	0.32	0
14673	RP11-259O2.2	0.2404	0.2486	0
14674	RP11-259O2.3	0	0.145	0
14675	Y_RNA	0	0	0
14676	RP11-129I19.2	0	0.295	0.1197
14677	IRX2	0.1393	2.9092	2.4766
14678	C5orf38	0.1152	3.8691	5.7781
14679	RP11-692C23.1	0	0	0
14680	RP11-468D11.1	0	0	0
14681	RP11-35O7.1	0	0	0
14682	CTD-2029E14.1	0	0	0
14683	RP11-121L11.1	0	0	0
14684	RP11-121L11.3	0	0	0
14685	RP11-121L11.2	0	0	0
14686	IRX1	0	0	0.1995
14687	CTD-2012M11.3	0	0	0
14688	CTD-2287N17.1	0	0	0
14689	CTD-2383I20.1	0	0	0
14690	CTD-2008N3.1	0	0	0
14691	RP11-445O3.3	0.0357	0	0
14692	RP11-445O3.2	0	0	0
14693	RP11-445O3.1	0.0351	0	0
14694	CTD-2318H23.1	0	0	0
14695	CTD-2161F6.3	0	0	0
14696	CTD-2161F6.2	0	0	0
14697	CTD-2161F6.1	0	0	0
14698	CTD-2046I8.1	0	0	0
14699	CTD-2247C11.2	0	0	0
14700	CTD-2247C11.1	0	0	0
14701	CTD-2247C11.3	0	0	0
14702	CTD-2247C11.4	0	0	0
14703	CTD-2247C11.5	0	0	0
14704	RN7SKP73	0	0	0
14705	CTD-2297D10.2	0.0663	0	0
14706	ADAMTS16	0.0658	0.0174	0.0743
14707	CTD-2297D10.1	0	0	0
14708	ALG3P1	0	0.0729	0
14709	RP11-531A21.3	0	0	0.213
14710	RP11-531A21.4	0	0	0.5091
14711	RP11-531A21.2	0	0	0
14712	KIAA0947	7.0339	4.0847	7.6896
14713	CTC-471C19.1	0	0.0748	0.0127
14714	CTC-471C19.2	0	0	0
14715	AC026797.1	0	0	0
14716	HMGB3P3	0	0	0
14717	CTD-2324F15.2	0.2116	1.1181	0.2536
14718	MED10	15.7463	19.0711	10.7742
14719	UBE2QL1	0.1569	1.2084	5.5379
14720	CTD-2195M18.2	0	0	0
14721	CTD-2195M18.1	0.067	0.4616	0.7902
14722	NSUN2	20.3908	17.8651	22.379
14723	SRD5A1	2.5062	1.6851	0.6695
14724	CTD-2044J15.2	0.7271	0.8785	0.3201
14725	CTD-2044J15.1	0.1051	0.2474	0.2081
14726	PAPD7	12.673	12.0151	13.295
14727	RP11-332J15.3	0.0988	0	0
14728	RP11-332J15.4	0	0	0
14729	RP11-332J15.1	0	0	0
14730	RN7SKP79	0	0	0
14731	RP11-332J15.2	0	0	0
14732	RP11-122F24.1	0	0	0
14733	RNA5SP176	0	0	0
14734	RP11-404K5.3	0	0	0
14735	RP11-404K5.1	0	0	0
14736	RP11-404K5.2	0.0239	0	0
14737	RP11-404K5.4	0	0	0
14738	CTD-2296D1.1	0	0	0
14739	CTD-2296D1.2	0	0	0
14740	CTD-2296D1.3	0	0	0
14741	CTD-2296D1.4	0	0	0
14742	CTD-2296D1.5	0	0	0
14743	ADCY2	3.2291	6.1017	0.0045
14744	RP11-711G10.1	0	0	0
14745	C5orf49	0.3163	0.9294	0.2561
14746	MTRR	7.7695	5.6985	7.8294
14747	FASTKD3	4.6414	3.6104	4.1236
14748	CTD-2072I24.1	0	0	0
14749	RNU1-76P	0	0	0
14750	RP11-215I16.1	0	0	0
14751	RP11-480D4.1	0	0	0
14752	RP11-480D4.5	0	0	0
14753	RP11-480D4.2	0	0.0452	0.5503
14754	RP11-480D4.6	0	0.2766	0.1403
14755	MIR4458	1.8694	3.5304	5.2885
14756	RP11-480D4.4	0	0.0993	0.1008
14757	RP11-417J1.1	0	0	0
14758	MTND6P2	0	0	0
14759	RP11-417J1.3	0	0	0
14760	RP11-315A16.1	0	0	0
14761	RP11-143A12.3	0	0	0
14762	CTD-2215L10.1	3.0002	0.4034	0.2302
14763	SEMA5A	11.1317	2.9247	0.9481
14764	MIR4636	0	0	0
14765	CTD-2201E9.4	0.1507	0	0
14766	CTD-2201E9.1	0	0.0242	0
14767	CTD-2201E9.2	0	0	0
14768	CTD-2001E22.2	27.3247	31.6183	2.5647
14769	SNORD123	0	0	0
14770	CTD-2001E22.1	0	0	0
14771	TAS2R1	0	0	0.228
14772	CTD-2143L24.1	0	0	0.0196
14773	RNA5SP177	0	0	0
14774	RP11-447B18.1	0	0	0
14775	CTD-2199O4.1	0.0312	0	0
14776	AC034229.1	0.437	0.4819	0.9777
14777	CTD-2199O4.6	0	0.1381	0.607
14778	FAM173B	5.153	5.8744	5.5922
14779	CTD-2256P15.1	0.0856	0.2655	0.3891
14780	CCT5	21.6882	18.597	30.9133
14781	CTD-2256P15.4	9.1594	12.2508	15.5206
14782	CTD-2256P15.5	0	0.1888	0.0958
14783	CMBL	11.6279	7.0885	4.6575
14784	Y_RNA	0	0	0
14785	Y_RNA	0	0	0
14786	CTD-2256P15.2	0.7192	3.92	1.3713
14787	MARCH6	21.6144	11.61	25.1788
14788	ROPN1L-AS1	0	0	0
14789	ROPN1L	0.036	0.0124	0.0754
14790	RP11-1C1.7	0	0.042	0
14791	RPL30P7	0	0	0
14792	RP11-1C1.6	0	0	0
14793	RP11-1C1.4	0	0	0
14794	RP11-1C1.5	0	0	0
14795	AC112200.1	0	0	0
14796	ANKRD33B	0.5038	0.0563	0
14797	ANKRD33B-AS1	0.0564	0.0389	0
14798	RP11-54F2.1	2.209	0.0761	0.0515
14799	RP11-215G15.5	5.2323	0.9311	0.0801
14800	RP11-215G15.4	0.571	0.5247	0.1331
14801	DAP	76.5102	82.5972	73.952
14802	CTD-2154B17.4	0	0.1077	0
14803	CTD-2154B17.1	0	0	0
14804	CTNND2	0.1419	2.1161	0.0451
14805	RNU6-429P	0	0	0
14806	RNU6-679P	0	0	0
14807	RP11-308B16.2	0	0	0
14808	CT49	0	0	0
14809	AC106771.1	0	0	0
14810	RP11-419C19.2	0	0	0
14811	AC016553.1	0	0	0
14812	CTC-305H11.1	0	0	0
14813	RPS23P5	0	0	0
14814	CTD-2042D5.1	0	0	0
14815	CTC-232H10.1	0	0	0
14816	DNAH5	0.7777	0.2557	0.8948
14817	CTB-51A17.1	0	0	0
14818	TRIO	9.4009	6.3077	4.2898
14819	FAM105A	11.054	6.9904	8.2691
14820	CTD-2165H16.3	0.0683	0.3294	0.4297
14821	CCT6P2	0	0.051	0
14822	EEF1A1P13	59.1606	43.397	38.0919
14823	CTD-2165H16.4	0.6845	3.8391	0.4565
14824	FAM105B	4.4845	5.7831	2.8069
14825	ANKH	5.2019	43.8228	6.3925
14826	RBBP4P1	0.9695	1.209	0.2582
14827	MIR4637	0	0	0
14828	CTB-40H15.4	0.3084	1.0628	0.2156
14829	UQCRBP3	0	0	0
14830	HNRNPKP5	0	0.7221	0
14831	AC016575.1	0	0	0
14832	SEPHS1P5	0	0.0349	0.0354
14833	U8	0	0	0
14834	RP1-251I12.1	0	0	0
14835	RP1-137K24.1	0	0	0
14836	MARK2P5	0	0	0
14837	CTD-2313D3.1	0	0	0
14838	FBXL7	7.7627	5.5969	3.0024
14839	CTD-2350J17.1	0.0466	0	0
14840	MIR887	0	0	0
14841	RNA5SP178	0	0	0
14842	MARCH11	0	0.0327	0
14843	RP11-19O2.1	0	0	0
14844	RP11-19O2.2	0	0.0393	0
14845	RP11-19O2.4	0	0	0
14846	RP1-167G20.1	0.0139	0.0766	0
14847	RP1-167G20.2	0	0	0
14848	ZNF622	17.093	11.2305	12.326
14849	FAM134B	2.974	4.8064	3.763
14850	RP11-260E18.1	0.2463	0.5214	0.0861
14851	CTC-461F20.1	0.0837	0.173	0.0292
14852	Y_RNA	0	0	0
14853	MYO10	5.5214	3.7813	18.296
14854	RNA5SP179	0	0	0
14855	CTB-55B8.1	0	0.175	0
14856	RNU6-660P	0	0	0
14857	BASP1	19.3042	209.2761	2.9348
14858	CTD-2228A4.1	0	1.2746	0
14859	Y_RNA	0	0.3657	0
14860	AC091878.1	0.0801	1.0836	0.014
14861	RNA5SP180	0	0	0
14862	DCAF13P2	0	0.0366	0
14863	RNU6-1003P	0	0	0
14864	CTD-2139B15.1	0	7.2095	0
14865	RN7SKP133	0	0	0
14866	FTH1P10	21.3458	22.7868	24.9759
14867	CTD-2139B15.2	8.0513	6.2043	8.2652
14868	CTD-2139B15.5	0	0	0
14869	CTD-2139B15.4	0.0127	0.079	0
14870	RP11-321E2.3	0	0.2073	0
14871	RP11-321E2.4	0	0	0
14872	RP11-321E2.5	0	0	0
14873	RP11-321E2.13	0	0	0
14874	RP11-321E2.12	0	0	0
14875	RP11-321E2.6	0	0	0
14876	RP11-321E2.11	0	0	0
14877	RP11-321E2.10	0	0	0
14878	RP11-321E2.2	0	0	0
14879	RP11-321E2.7	0	0	0
14880	RP11-321E2.8	0	0	0
14881	RP11-321E2.9	0	0	0
14882	RP11-432M8.2	0	0	0
14883	RP11-432M8.1	0	0	0
14884	RP11-432M8.3	0	0	0
14885	RP11-432M8.4	0	0	0
14886	RP11-432M8.5	0	0	0
14887	RP11-432M8.7	0	0	0
14888	RP11-432M8.6	0	0	0
14889	RP11-432M8.8	0	0	0
14890	RP11-432M8.9	0	0	0
14891	RP11-432M8.20	0	0	0
14892	RP11-432M8.10	0	0	0
14893	RP11-432M8.11	0	0	0
14894	RP11-432M8.12	0	0	0
14895	RP11-432M8.13	0	0	0
14896	RP11-432M8.15	0	0	0
14897	RP11-432M8.14	0	0	0
14898	RP11-432M8.16	0	0	0
14899	RP11-432M8.18	0	0	0
14900	RP11-432M8.17	0	0	0
14901	RP11-432M8.19	0	0	0
14902	RP11-454P21.1	0	0	0
14903	RP11-343P16.1	0	0	0
14904	SNORD81	0	0	0
14905	RN7SL58P	0	0	0
14906	CTD-2023M8.1	0	0	0
14907	snoU13	0	0	0
14908	UBE2V1P12	0	0	0
14909	CTD-2151L9.2	0	0	0
14910	RP11-81B23.1	0	0	0
14911	RP11-124N3.3	0	0	0
14912	RP11-124N3.2	0	0	0
14913	RP11-124N3.1	0	0	0
14914	HSPD1P15	0	0	0
14915	CDH18	0.0243	0.0209	0.0085
14916	AC118463.1	0	0	0
14917	RP11-61K20.1	0	0	0
14918	RP11-420O16.2	0	0	0
14919	RP11-420O16.1	0	0	0
14920	RP11-774D14.1	0	0	0
14921	CTD-2333M24.1	0	0	0
14922	RP11-697E23.1	0	0	0
14923	RP11-811J10.1	0	0	0
14924	RP11-374A4.1	0.0216	0.0558	0.0982
14925	GUSBP1	1.3277	1.7379	1.4191
14926	RP11-823P9.3	0	0.0605	0.0153
14927	AC138951.1	0	0	0
14928	RP11-360I2.1	0.4049	0.6278	0.3538
14929	RP11-804N13.1	0	0.0476	0
14930	AC140132.1	0	0	0
14931	CDH12	0.1151	0	0.0035
14932	HSPD1P1	0.3579	0.4111	0.7269
14933	RP11-855C21.1	0	0	0
14934	PMCHL1	0	0	0
14935	GCNT1P2	0	0	0
14936	CTD-2234B20.1	0	0	0
14937	RN7SL572P	0	0	0
14938	CTD-2272G21.3	0	0	0
14939	Y_RNA	0	0	0
14940	CTD-2272G21.2	0	0	0
14941	CTD-2272G21.1	0	0	0
14942	CTD-2351A8.1	0	0	0
14943	PRDM9	0	0	0
14944	RP11-197O8.1	0	0	0
14945	C5orf17	0.0297	0.0205	0
14946	SNORA40	0	0	0
14947	CTD-2138O14.1	0	0.1153	0
14948	Y_RNA	0	0	0
14949	CTD-2015B23.2	3.6271	0.9721	3.1933
14950	CTD-2074D8.1	0	0	0
14951	CDH10	0.0325	2.2977	0.0398
14952	RP11-116O11.1	0	0	0
14953	RP11-116O11.2	0	0	0
14954	RP11-12P19.2	0	0	0
14955	RP11-12P19.1	0	0	0
14956	SNORD29	0	0	0
14957	RP11-730N24.1	0	0	0
14958	RP11-730N24.2	0	0	0
14959	Y_RNA	0	0	0
14960	RP11-549K20.1	0	0	0
14961	RP11-184E9.1	0	0	0
14962	RP11-192H6.2	0	0	0
14963	RP11-184E9.2	0	0	0
14964	CTD-2306M5.1	0	0	0
14965	RNU6-374P	0	0	0
14966	MSNP1	0	0	0
14967	RNU4-43P	0	0	0
14968	RP11-351N6.1	0	0	0
14969	CTD-2533K21.1	0	0	0
14970	CTD-2533K21.4	0	0	0
14971	CTD-2194F12.1	0	0	0
14972	CDH9	0	0	0
14973	RNU6-738P	0	0	0
14974	CTD-3007L5.1	0	0	0
14975	RP11-46C20.1	0	0.1539	0.1951
14976	AC010455.1	0	0	0
14977	RP11-560A7.1	0	0	0
14978	CTD-2061E9.1	0	0	0
14979	RNU6-909P	0	0	0
14980	CTD-2134P3.1	0	0	0
14981	CTD-2134P3.2	0	0	0
14982	CTD-2269E23.3	0	0	0
14983	SUCLG2P4	0	0	0
14984	SNORA18	0	0	0
14985	RP11-42L13.2	0	0	0
14986	RP11-42L13.3	0	0	0
14987	CTD-2118P12.1	0	0	0
14988	CTD-2010I22.2	0	0	0
14989	UBL5P1	0	0	0
14990	CTD-2011G17.1	0	0.1226	0
14991	CTD-2057J6.2	0	0	0
14992	CTD-2057J6.1	0	0	0
14993	RN7SKP207	0	0	0
14994	RP11-136H13.1	0	0	0
14995	RP11-136H13.2	0	0	0
14996	CTD-2127O16.1	0	0	0
14997	CTD-2127O16.2	0	0	0
14998	RP11-152K4.2	0.2319	0	0.3783
14999	CDH6	0.9997	0.219	2.5132
15000	RP11-152K4.1	0	0	0
15001	DROSHA	9.7756	9.2522	10.4201
15002	Y_RNA	0	0	0
15003	C5orf22	5.2948	4.2001	4.4137
15004	RNU6-363P	0	0	0
15005	PDZD2	0.946	1.0269	0.9577
15006	RP11-5N11.2	0	0	0
15007	RP11-5N11.1	0	0	0
15008	RP11-5N11.3	0	0	0
15009	RP11-5N11.4	0	0	0
15010	RP11-5N11.5	0	0	0.0444
15011	RP11-5N11.6	0	0	0.0947
15012	RP11-5N11.7	0	0	0
15013	RNU6-358P	0	0	0
15014	CTD-2290C23.1	0	0	0
15015	snoU13	0	0	0
15016	RNU6-760P	0	0	0
15017	CTD-2290C23.2	0	0	0
15018	RPL5P14	0	0	0
15019	AC025458.1	0	0	0
15020	CTD-2206G10.1	0	0.1558	0
15021	CTD-2206G10.2	0	0.2446	0
15022	MIR4279	0	0	0
15023	CTD-2152M20.2	0.3885	1.582	0.3704
15024	GOLPH3	36.0526	50.444	30.1595
15025	Y_RNA	0	0	0
15026	CTD-2186M15.3	3.342	4.4039	2.1311
15027	CTD-2186M15.1	0	0	0
15028	MTMR12	6.2457	7.291	8.239
15029	RNU6-1079P	0	0	0
15030	RNU6-378P	0	0	0
15031	ZFR	28.078	16.1898	25.1592
15032	AC008949.1	0	0	0
15033	MIR579	0.3005	0	0
15034	CTD-2290P7.1	0.0532	0	0
15035	SUB1	15.4012	18.7146	15.6273
15036	CTD-2004A9.1	0	0	0
15037	NPR3	0.3957	0.123	1.3182
15038	AC026703.2	0	0	0
15039	CTD-2218G20.1	0	0	0
15040	CTD-2066L21.3	0	0	0
15041	CTD-2218G20.2	0	0.0404	0.0205
15042	CTD-2066L21.1	0	0	0
15043	CTD-2066L21.2	0	0	0
15044	CTD-2017D15.1	0	0	0
15045	RP11-36C20.1	0.7024	0.0968	0.5893
15046	RP11-113I22.1	0	0	0
15047	CTD-2203K17.1	1.2615	0.6048	0.3068
15048	TARS	8.1121	6.5028	10.7061
15049	CTD-2233C11.3	0	0	0
15050	CTD-2233C11.2	0	0	0
15051	ADAMTS12	0.2018	0.0602	0.278
15052	RNU6-923P	0	0	0
15053	RXFP3	0	0	0
15054	SLC45A2	0.0732	0.2143	0.0128
15055	RP11-1084J3.1	0	0.0177	0
15056	AMACR	3.691	4.5241	0.5715
15057	RP11-1084J3.3	0	1.9971	0.0605
15058	C1QTNF3	3.4146	3.4963	1.3164
15059	RP11-1250I15.3	0	0	0
15060	RP11-1023L17.1	1.2239	1.052	1.2539
15061	RP11-1023L17.2	0.0327	0.0677	0.0229
15062	RP11-1325J9.1	0	0	0
15063	CTD-2024P10.2	0.4773	0.2819	0
15064	RAI14	8.6331	4.9849	4.754
15065	CTD-2024P10.1	0.0724	0	0
15066	CTD-2517O10.6	1.2798	1.6602	2.7236
15067	TTC23L	0.4233	0.3635	0.427
15068	CTD-2517O10.5	0	0	0
15069	RPL21P54	0.0635	0.0875	0.1331
15070	RAD1	5.3828	4.7922	11.0213
15071	BRIX1	15.9434	11.6963	13.3612
15072	DNAJC21	6.6199	4.5504	5.1052
15073	AGXT2	0.0249	0	0
15074	AC010368.1	0	0	0
15075	PRLR	0.6779	0.1721	0.0546
15076	AC010368.2	0	0	0
15077	CTD-2046J7.1	0	0	0
15078	U3	0	0	0
15079	SPEF2	0.9837	0.8152	2.3468
15080	RNU7-130P	0	0	0
15081	CTD-2113L7.1	0	0	0
15082	IL7R	10.1489	0.3897	0.7017
15083	RP11-79C6.1	0	0	0
15084	CAPSL	0	0	0.3447
15085	RP11-79C6.3	0	0	0
15086	UGT3A1	0	0.0096	0
15087	UGT3A2	0.1531	0.1055	0
15088	CTD-2197M16.1	0	0	0
15089	LMBRD2	4.0195	1.9393	4.7196
15090	MIR580	0	0	0
15091	SKP2	4.2372	3.2958	3.279
15092	RNU6-1305P	0	0	0
15093	NADK2	9.1193	6.6672	10.944
15094	NADK2-AS1	0.7772	0.3101	1.43
15095	RANBP3L	0.4029	4.3156	1.194
15096	RNA5SP181	0	0	0
15097	CTD-2282P23.1	0	0	0
15098	SLC1A3	5.6112	2.7092	2.3679
15099	CTD-2353F22.1	0.2033	0	0.0533
15100	CTD-2653M23.3	0	0.2106	0.5554
15101	NIPBL	10.5718	5.562	9.8477
15102	KRT18P31	0	0.0943	0.0319
15103	RPS4XP6	0.4065	0	0.1292
15104	C5orf42	3.7602	3.2644	6.5014
15105	CTD-2284O10.3	0	0	0
15106	OFD1P17	0.0195	0.0807	0.1706
15107	RN7SL37P	0.0966	0	0
15108	CTD-2124B8.2	0.7795	2.1488	2.647
15109	NUP155	3.0786	2.2104	2.9063
15110	RNU7-75P	0	0	0
15111	RP11-648M2.1	0	0	0
15112	WDR70	9.9316	5.804	7.5845
15113	RP11-648M2.2	0	0	0
15114	RNU6-1190P	0	0	0
15115	RNU6-484P	0	0	0
15116	AC008869.1	0	0	0
15117	GDNF	0.7446	0.4066	0
15118	GDNF-AS1	0.2097	0.8144	0
15119	CTD-2194L12.2	0	0	0
15120	CTD-2194L12.3	0	0	0
15121	CTD-2130F23.2	0	0.0744	0
15122	CTD-2130F23.1	0	0	0
15123	CTD-2116N24.1	0	0	0
15124	AC074129.1	0	0	0
15125	CTD-2207A17.1	0	0.0158	0
15126	EGFLAM	0.7413	1.6925	1.2818
15127	EGFLAM-AS4	0	0	0
15128	EGFLAM-AS3	0	0	0
15129	EGFLAM-AS2	0	0	0
15130	EGFLAM-AS1	0.178	0.184	0.3111
15131	CTD-2108O9.4	0	0	0
15132	CTD-2263F21.1	0	0.028	0.1707
15133	LIFR	10.5946	7.3391	14.271
15134	LIFR-AS1	0.1197	0	0.0685
15135	CTD-2196P11.2	0	0	0.9664
15136	RP11-122C5.1	0	0	0
15137	CTD-2127H9.1	0.4019	0.2924	0.1249
15138	RP11-122C5.2	0	0	0
15139	RP11-122C5.3	0.0521	0.1437	0.1093
15140	OSMR	10.0267	6.123	8.0851
15141	RICTOR	7.3898	3.4095	7.3434
15142	AIG1P1	0	0.2743	0
15143	FYB	1.9636	0.1836	0.2128
15144	GOLGA5P1	0	0	0
15145	C9	0.0106	0	0.0298
15146	DAB2	9.8387	2.849	6.0364
15147	CTD-2078B5.2	0	0	0
15148	CCDC11P1	0	0	0
15149	INTS6P1	0.0582	0.016	0.0163
15150	GCSHP1	0	0	0
15151	LINC00603	0	0	0
15152	KRT18P56	0	0	0
15153	LINC00604	0	0	0
15154	RNU1-150P	0	0	0
15155	AC108105.1	0	0	0
15156	SNORA63	0	0	0
15157	PTGER4	4.573	0.4715	0.2495
15158	TTC33	6.3936	3.8002	7.174
15159	PRKAA1	22.0021	15.8316	15.4456
15160	SNORA57	0	0.3172	0
15161	RPL37	65.543	63.119	35.7989
15162	SNORD72	0.7363	0	0
15163	CARD6	8.3597	0.5771	4.3647
15164	C7	19.4582	6.5175	0.8539
15165	RNU7-161P	0	0	0
15166	RP11-301A5.2	0	0	0
15167	MROH2B	0	0	0
15168	C6	0.143	0.0343	0.0087
15169	PLCXD3	0.5372	0.1838	0.5114
15170	CTD-2122P11.1	0	0	0
15171	OXCT1	5.7595	8.1568	7.8899
15172	OXCT1-AS1	0.6411	0.4938	0.6064
15173	CTD-2062O1.1	0	0	0
15174	C5orf51	8.5783	5.9532	6.9324
15175	FBXO4	4.7206	3.2071	6.804
15176	CTD-2156G10.1	0	0	0
15177	Y_RNA	0	0	0
15178	MTHFD2P6	0	0	0
15179	RP11-112L7.1	0	0	0
15180	GHR	3.6171	4.5915	1.1329
15181	SERBP1P6	1.2009	0.4138	0.5745
15182	CTD-2265D6.2	0	0	0.0292
15183	RP11-116B13.1	0.2313	0	0
15184	CCDC152	0.3232	0.0835	0.226
15185	SEPP1	71.2991	14.0468	23.272
15186	CTD-2325A15.5	33.3057	7.4943	13.9438
15187	CTD-2325A15.3	0	0	0
15188	CTD-2325A15.2	0	0	0
15189	CTD-2201E18.4	0	0	0
15190	CTD-2201E18.2	0	0	0
15191	CTD-2201E18.1	0	0	0.0439
15192	CTD-2201E18.5	0.5811	4.0797	0.2793
15193	CTD-2201E18.3	1.0137	2.3869	0.8268
15194	CTD-2035E11.3	0.0953	0	0
15195	CTD-2035E11.4	1.0885	1.743	0.2462
15196	ANXA2R	1.7008	2.5532	0.4148
15197	AC025171.1	1.9756	5.3363	0.4233
15198	CTD-2035E11.5	1.1534	2.6173	0.1573
15199	ZNF131	5.169	3.9951	4.6065
15200	NIM1	0.5941	0.387	0.1536
15201	RP11-447H19.3	0.0534	0.1472	0.0373
15202	RP11-447H19.2	0	0	0
15203	RP11-447H19.1	0	0	0
15204	CTD-2636A23.2	3.2556	11.7792	3.7357
15205	HMGCS1	13.0755	23.2769	12.5495
15206	RP11-159F24.2	0	0.0351	0
15207	CCL28	2.1949	1.2102	4.9346
15208	C5orf28	3.7239	3.581	10.3292
15209	RP11-159F24.3	0.501	0.37	0.9258
15210	C5orf34	0.8106	0.8097	0.8789
15211	EEF1A1P19	50.254	39.3193	31.9307
15212	RP11-159F24.6	0.206	0.6743	0.216
15213	RP11-159F24.5	0	0.1586	0.2011
15214	PAIP1	15.7473	8.9371	16.6386
15215	RP11-159F24.1	2.9409	1.9589	3.2891
15216	CTD-2210P15.2	0.1778	0.1838	0.3107
15217	NNT	9.5419	4.6679	11.1905
15218	CTD-2210P15.1	0.3147	0.2602	0.748
15219	RP11-8L21.1	0	0	0
15220	RNU6-381P	0	0	0
15221	FGF10	1.7314	0.2966	0.0274
15222	RP11-473L15.2	0.1555	0.1179	0
15223	RP11-473L15.3	0	0	0
15224	RP11-503D12.1	0	0	0
15225	RN7SL383P	0	0	0
15226	RP11-53O19.1	0.5062	0.4315	0.5681
15227	RP11-53O19.2	0.0498	0	0
15228	MRPS30	5.7649	4.188	5.7256
15229	RP11-53O19.3	3.768	3.5323	4.5814
15230	RP11-357F12.1	0	0	0
15231	HCN1	0	0	0.0076
15232	RP11-484L7.1	0	0	0
15233	RP11-484L7.2	0	0	0
15234	CTD-2013M15.1	0	0	0
15235	EMB	4.01	10.7746	14.9404
15236	RP11-269M20.2	0	0	0
15237	RP11-269M20.1	0	0	0
15238	RP11-269M20.3	0	0.199	0.2524
15239	PARP8	5.6582	3.8597	13.7136
15240	RP11-317O24.1	0	0	0
15241	RP11-317O24.3	0	0	0.1514
15242	RP11-317O24.2	0	0	0
15243	CTD-2089N3.1	0	1.3199	0
15244	CTD-2089N3.2	0.1632	0.0562	0
15245	RNU6-480P	0	0	0
15246	AC091866.1	0	0	0
15247	RNU6-1296P	0	0	0
15248	CTD-2312P21.1	0	0	0
15249	snoU13	0	0	0
15250	CTD-2314G24.2	0.5518	1.4446	0.0058
15251	ISL1	2.5918	4.2478	0
15252	HMGB1P47	0	0	0
15253	CTD-2335O3.2	0	0	0
15254	CTD-2335O3.3	0	0	0
15255	RNA5SP182	0	0	0
15256	RP11-182I21.1	0	0	0
15257	CTD-2203A3.1	0	0	0
15258	RP11-668G8.1	0	0	0
15259	CTD-2141G3.1	0	0	0
15260	CTD-2288O8.1	0.0497	0.1027	0.0694
15261	PELO	5.9226	4.0398	5.6077
15262	ITGA1	4.9609	2.3872	8.5193
15263	CTD-2207L17.2	0	0	0
15264	CTD-2207L17.1	0.2579	0	1.0458
15265	CTD-2175A23.1	0.1446	0.0664	0.1011
15266	ITGA2	8.877	3.4618	1.0127
15267	CTD-2366F13.2	0.3901	0.7169	0.0909
15268	MOCS2	7.3326	6.4805	10.2673
15269	CTD-2366F13.1	1.4754	1.4617	0.9477
15270	RP11-94D20.1	0	0	0
15271	RP11-289K10.1	0	0	0
15272	FST	18.6266	1.0649	0.1036
15273	NDUFS4	31.3947	19.2115	25.1937
15274	AC024569.1	0	0	0
15275	CTD-2081C10.1	0	0	0
15276	AC025175.1	0	0	0
15277	ASS1P9	0	0	0
15278	CTD-2081C10.7	0.8149	2.0325	1.0852
15279	ARL15	9.3537	4.9238	3.8409
15280	RNU6-272P	0	0	0
15281	MIR581	0	0	0
15282	RN7SL801P	0	0	0
15283	MIR4459	0	0	0
15284	RP11-461C13.1	0	0	0
15285	RP11-461C13.2	0	0	0
15286	HSPB3	0	0.2128	0
15287	SNX18	6.0837	2.0811	6.2624
15288	AC112198.1	0	0.0029	0.0059
15289	AC112198.2	0	0	0
15290	RP11-45H22.1	0	0	0
15291	RP11-45H22.2	0	0	0
15292	RP11-45H22.3	0	0	0
15293	ESM1	0.0219	0.0753	2.4527
15294	CTD-2313F11.1	1.0441	0.0752	0.0763
15295	GZMK	2.7131	0.1345	0.2183
15296	Y_RNA	0	0	0
15297	CTD-2313F11.2	0	0	0
15298	CTD-2313F11.3	0	0	0
15299	GZMAP1	0	0	0
15300	GZMA	3.9535	0.4087	1.7505
15301	CDC20B	0	0	0
15302	GPX8	3.99	1.6773	7.7957
15303	MIR449A	0	0	0
15304	MIR449B	0	0	0
15305	MIR449C	0	0	0
15306	MCIDAS	1.0001	0.3689	0.8666
15307	CCNO	10.811	15.3053	15.1052
15308	RP11-506H20.1	0.8798	0.4745	1.0162
15309	DHX29	12.5677	17.2822	15.8441
15310	SKIV2L2	16.9598	8.4717	13.5736
15311	RP11-506H20.2	0	0.0334	0.0169
15312	PPAP2A	113.5877	131.0525	60.062
15313	MIR5687	0	0	0
